IC_RSRVDEP_030	com.fasterxml.jackson.annotation.JsonTypeInfo.None	com.fasterxml.jackson.annotation.JsonTypeInfo.	None	Since 2.5, use Void instead.
IC_JDDM_9712	"java.util.concurrent.atomic.AtomicInteger.weakCompareAndSet(int, int)"	java.util.concurrent.atomic.AtomicInteger	"weakCompareAndSet(int, int)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicInteger.compareAndExchange(int, int) and AtomicInteger.compareAndSet(int, int)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicInteger.weakCompareAndSetPlain(int, int) be used instead."	
IC_JDDM_9713	"java.util.concurrent.atomic.AtomicIntegerArray.weakCompareAndSet(int, int, int)"	java.util.concurrent.atomic.AtomicIntegerArray	"weakCompareAndSet(int, int, int)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicIntegerArray.compareAndExchange(int, int, int) and AtomicIntegerArray.compareAndSet(int, int, int)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicIntegerArray.weakCompareAndSetPlain(int, int, int) be used instead."	
IC_JDDM_9714	"java.util.concurrent.atomic.AtomicLong.weakCompareAndSet(long, long)"	java.util.concurrent.atomic.AtomicLong	"weakCompareAndSet(long, long)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicLong.compareAndExchange(long, long) and AtomicLong.compareAndSet(long, long)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicLong.weakCompareAndSetPlain(long, long) be used instead."	
IC_JDDM_9715	"java.util.concurrent.atomic.AtomicLongArray.weakCompareAndSet(int, long, long)"	java.util.concurrent.atomic.AtomicLongArray	"weakCompareAndSet(int, long, long)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicLongArray.compareAndExchange(int, long, long) and AtomicLongArray.compareAndSet(int, long, long)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicLongArray.weakCompareAndSetPlain(int, long, long) be used instead."	
IC_JDDM_9716	"java.util.concurrent.atomic.AtomicReference.weakCompareAndSet(V, V)"	java.util.concurrent.atomic.AtomicReference	"weakCompareAndSet(V, V)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReference.compareAndExchange(V, V) and AtomicReference.compareAndSet(V, V)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReference.weakCompareAndSetPlain(V, V) be used instead."	
IC_JDDM_9717	"java.util.concurrent.atomic.AtomicReferenceArray.weakCompareAndSet(int, E, E)"	java.util.concurrent.atomic.AtomicReferenceArray	"weakCompareAndSet(int, E, E)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReferenceArray.compareAndExchange(int, E, E) and AtomicReferenceArray.compareAndSet(int, E, E)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReferenceArray.weakCompareAndSetPlain(int, E, E) be used instead."	
IC_JDDM_9734	"java.util.Date(int, int, int)"	java.util	"Date(int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date) or GregorianCalendar(year + 1900, month, date)."	
IC_JDDM_9735	"java.util.Date(int, int, int, int, int)"	java.util	"Date(int, int, int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date, hrs, min) or GregorianCalendar(year + 1900, month, date, hrs, min)."	
IC_JDDM_9736	"java.util.Date(int, int, int, int, int, int)"	java.util	"Date(int, int, int, int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date, hrs, min, sec) or GregorianCalendar(year + 1900, month, date, hrs, min, sec)."	
IC_JDDM_9737	java.util.Date(String)	java.util	Date(String)	"As of JDK version 1.1, replaced by DateFormat.parse(String s)."	
IC_JDRE_XI078	java.util.jar.Pack200.Packer	java.util.jar.Pack200	Packer	"This interface is deprecated, and is planned for removal in a future release."	
IC_JDRE_XI079	java.util.jar.Pack200.Unpacker	java.util.jar.Pack200	Unpacker	"This interface is deprecated, and is planned for removal in a future release."	
IC_JDDM_X340	java.awt.ComponentOrientation.getOrientation?(ResourceBundle)	java.awt.ComponentOrientation	getOrientation?(ResourceBundle)	"As of J2SE 1.4, use ComponentOrientation.getOrientation(java.util.Locale)."	
IC_JDDM_X518	"java.util.concurrent.atomic.AtomicBoolean.weakCompareAndSet?(boolean, boolean)"	java.util.concurrent.atomic.AtomicBoolean	"weakCompareAndSet?(boolean, boolean)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicBoolean.compareAndExchange(boolean, boolean) and AtomicBoolean.compareAndSet(boolean, boolean)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicBoolean.weakCompareAndSetPlain(boolean, boolean) be used instead."	
IC_JDDM_X519	"java.util.concurrent.atomic.AtomicInteger.weakCompareAndSet?(int, int)"	java.util.concurrent.atomic.AtomicInteger	"weakCompareAndSet?(int, int)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicInteger.compareAndExchange(int, int) and AtomicInteger.compareAndSet(int, int)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicInteger.weakCompareAndSetPlain(int, int) be used instead."	
IC_JDDM_X520	"java.util.concurrent.atomic.AtomicIntegerArray.weakCompareAndSet?(int, int, int)"	java.util.concurrent.atomic.AtomicIntegerArray	"weakCompareAndSet?(int, int, int)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicIntegerArray.compareAndExchange(int, int, int) and AtomicIntegerArray.compareAndSet(int, int, int)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicIntegerArray.weakCompareAndSetPlain(int, int, int) be used instead."	
IC_JDDM_X521	"java.util.concurrent.atomic.AtomicLong.weakCompareAndSet?(long, long)"	java.util.concurrent.atomic.AtomicLong	"weakCompareAndSet?(long, long)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicLong.compareAndExchange(long, long) and AtomicLong.compareAndSet(long, long)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicLong.weakCompareAndSetPlain(long, long) be used instead."	
IC_JDDM_X522	"java.util.concurrent.atomic.AtomicLongArray.weakCompareAndSet?(int, long, long)"	java.util.concurrent.atomic.AtomicLongArray	"weakCompareAndSet?(int, long, long)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicLongArray.compareAndExchange(int, long, long) and AtomicLongArray.compareAndSet(int, long, long)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicLongArray.weakCompareAndSetPlain(int, long, long) be used instead."	
IC_JDDM_X523	"java.util.concurrent.atomic.AtomicReference.weakCompareAndSet?(V, V)"	java.util.concurrent.atomic.AtomicReference	"weakCompareAndSet?(V, V)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReference.compareAndExchange(V, V) and AtomicReference.compareAndSet(V, V)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReference.weakCompareAndSetPlain(V, V) be used instead."	
IC_JDDM_X524	"java.util.concurrent.atomic.AtomicReferenceArray.weakCompareAndSet?(int, E, E)"	java.util.concurrent.atomic.AtomicReferenceArray	"weakCompareAndSet?(int, E, E)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReferenceArray.compareAndExchange(int, E, E) and AtomicReferenceArray.compareAndSet(int, E, E)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReferenceArray.weakCompareAndSetPlain(int, E, E) be used instead."	
IC_JDDM_X534	java.util.Date.parse?(String)	java.util.Date	parse?(String)	"As of JDK version 1.1, replaced by DateFormat.parse(String s)."	
IC_JDDM_X535	java.util.Date.setDate?(int)	java.util.Date	setDate?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.DAY_OF_MONTH, int date)."	
IC_JDDM_X536	java.util.Date.setHours?(int)	java.util.Date	setHours?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.HOUR_OF_DAY, int hours)."	
IC_JDDM_X537	java.util.Date.setMinutes?(int)	java.util.Date	setMinutes?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.MINUTE, int minutes)."	
IC_JDDM_X538	java.util.Date.setMonth?(int)	java.util.Date	setMonth?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.MONTH, int month)."	
IC_JDDM_X539	java.util.Date.setSeconds?(int)	java.util.Date	setSeconds?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.SECOND, int seconds)."	
IC_JDDM_X540	java.util.Date.setYear?(int)	java.util.Date	setYear?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.YEAR, year + 1900)."	
IC_JDDM_X543	"java.util.Date.UTC?(int, int, int, int, int, int)"	java.util.Date	"UTC?(int, int, int, int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date, hrs, min, sec) or GregorianCalendar(year + 1900, month, date, hrs, min, sec), using a UTC TimeZone, followed by Calendar.getTime().getTime()."	
IC_JDDM_X544	"java.util.logging.Logger.logrb?(Level, String, String, String, String)"	java.util.logging.Logger	"logrb?(Level, String, String, String, String)"	"Use Logger.logrb(java.util.logging.Level, java.lang.String, java.lang.String, java.util.ResourceBundle, java.lang.String, java.lang.Object...) instead."	
IC_JDDM_X546	java.util.logging.LoggingMXBean	java.util.logging	LoggingMXBean	No Replacement	
IC_JDDM_X547	java.util.logging.LogRecord.setMillis?(long)	java.util.logging.LogRecord	setMillis?(long)	"LogRecord maintains timestamps with nanosecond resolution, using Instant values. For this reason, setInstant() should be used in preference to setMillis()."	
IC_JDDM_X548	"java.util.Properties.save?(OutputStream, String)"	java.util.Properties	"save?(OutputStream, String)"	"This method does not throw an IOException if an I/O error occurs while saving the property list. The preferred way to save a properties list is via the store(OutputStream out, String comments) method or the storeToXML(OutputStream os, String comment) method."	
IC_JDDM_X730	"java.util.Date?(int, int, int)"	java.util	"Date?(int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date) or GregorianCalendar(year + 1900, month, date)."	
IC_JDDM_XV035	"java.util.logging.Logger.logrb?(Level, String, String, String, String, Object)"	java.util.logging.Logger	"logrb?(Level, String, String, String, String, Object)"	"Use Logger.logrb(java.util.logging.Level, java.lang.String, java.lang.String, java.util.ResourceBundle, java.lang.String, java.lang.Object...) instead"	
IC_JDDM_XV036	"java.util.logging.Logger.logrb?(Level, String, String, String, String, Object[])"	java.util.logging.Logger	"logrb?(Level, String, String, String, String, Object[])"	"Use Logger.logrb(java.util.logging.Level, java.lang.String, java.lang.String, java.util.ResourceBundle, java.lang.String, java.lang.Object...) instead."	
IC_JDDM_XV037	"java.util.logging.Logger.logrb?(Level, String, String, String, String, Throwable)"	java.util.logging.Logger	"logrb?(Level, String, String, String, String, Throwable)"	"Use Logger.logrb(java.util.logging.Level, java.lang.String, java.lang.String, java.util.ResourceBundle, java.lang.String, java.lang.Throwable) instead."	
IC_JDDC_XV056	"java.util.Date?(int, int, int, int, int)"	java.util	"Date?(int, int, int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date, hrs, min) or GregorianCalendar(year + 1900, month, date, hrs, min)."	
IC_JDDC_XV057	"java.util.Date?(int, int, int, int, int, int)"	java.util	"Date?(int, int, int, int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date, hrs, min, sec) or GregorianCalendar(year + 1900, month, date, hrs, min, sec)."	
IC_JDDC_XV058	java.util.Date?(String)	java.util	Date?(String)	"As of JDK version 1.1, replaced by DateFormat.parse(String s)."	
IC_JDDC_XV059	"java.net.Socket?(InetAddress, int, boolean)"	java.util	"Socket?(InetAddress, int, boolean)"	Use DatagramSocket instead for UDP transport.	
IC_JDDM_XVI015	java.util.logging.LogRecord.getThreadID()	java.util.logging.LogRecord	getThreadID()	"Values returned by this method may be synthesized, and may not correspond to the actual thread id, use LogRecord.getLongThreadID() instead."	
